id,confinan_ord,polviews,polviews_bin,degree,age,age_std,sex,income,income_std,region
3665,1,7,Conservative,1,59,0.5642152431473916,2,9,-0.8171468684487302,3
3666,1,4,Moderate,4,38,-0.624703553706877,2,12,0.3942931976883675,1
3667,1,6,Conservative,1,35,-0.7945490961146298,2,12,0.3942931976883675,2
3668,3,5,Conservative,0,27,-1.2474705425353034,2,7,-1.6247735792067952,1
3669,2,3,Liberal,4,37,-0.6813187345094613,1,12,0.3942931976883675,2
3671,3,6,Conservative,1,73,1.3568277743835706,2,12,0.3942931976883675,4
3672,3,3,Liberal,4,62,0.7340607855551442,1,12,0.3942931976883675,4
3676,2,4,Moderate,4,35,-0.7945490961146298,2,12,0.3942931976883675,2
3679,3,4,Moderate,3,26,-1.3040857233378877,2,12,0.3942931976883675,3
3680,1,4,Moderate,0,23,-1.4739312657456405,1,12,0.3942931976883675,3
3682,3,4,Moderate,1,25,-1.3607009041404718,1,11,-0.009520157690665056,3
3683,3,6,Conservative,3,57,0.45098488154222316,1,12,0.3942931976883675,3
3685,3,3,Liberal,3,41,-0.4548580112991244,2,12,0.3942931976883675,3
3686,2,3,Liberal,0,69,1.1303670511732338,2,11,-0.009520157690665056,4
3687,2,6,Conservative,3,30,-1.077625000127551,1,12,0.3942931976883675,4
3688,2,5,Conservative,4,43,-0.341627649693956,2,12,0.3942931976883675,3
3690,2,4,Moderate,1,52,0.16790897752930203,1,12,0.3942931976883675,3
3691,1,5,Conservative,1,25,-1.3607009041404718,1,11,-0.009520157690665056,3
3692,2,4,Moderate,1,45,-0.2283972880887875,2,12,0.3942931976883675,3
3693,2,1,Liberal,4,38,-0.624703553706877,2,12,0.3942931976883675,2
3694,2,3,Liberal,3,40,-0.5114731921017086,1,12,0.3942931976883675,2
3696,3,4,Moderate,1,22,-1.5305464465482246,2,12,0.3942931976883675,1
3697,2,3,Liberal,2,59,0.5642152431473916,2,12,0.3942931976883675,3
3698,3,1,Liberal,2,63,0.7906759663577285,1,12,0.3942931976883675,2
3700,3,4,Moderate,1,34,-0.851164276917214,1,11,-0.009520157690665056,4
3703,2,4,Moderate,1,35,-0.7945490961146298,1,12,0.3942931976883675,3
3707,2,7,Conservative,0,43,-0.341627649693956,2,12,0.3942931976883675,4
3708,2,4,Moderate,1,21,-1.587161627350809,1,12,0.3942931976883675,3
3710,2,5,Conservative,1,32,-0.9643946385223824,2,12,0.3942931976883675,2
3711,3,1,Liberal,4,42,-0.3982428304965402,1,12,0.3942931976883675,4
3713,3,5,Conservative,1,36,-0.7379339153120456,1,12,0.3942931976883675,2
3714,2,4,Moderate,3,28,-1.1908553617327193,2,12,0.3942931976883675,4
3715,2,1,Liberal,1,43,-0.341627649693956,1,12,0.3942931976883675,3
3716,3,4,Moderate,1,27,-1.2474705425353034,2,11,-0.009520157690665056,3
3717,2,5,Conservative,1,61,0.67744560475256,2,12,0.3942931976883675,3
3718,2,3,Liberal,2,37,-0.6813187345094613,1,12,0.3942931976883675,3
3719,2,6,Conservative,1,52,0.16790897752930203,1,12,0.3942931976883675,4
3720,2,1,Liberal,3,56,0.3943697007396389,2,12,0.3942931976883675,1
3721,2,4,Moderate,1,33,-0.9077794577197982,2,12,0.3942931976883675,3
3722,2,1,Liberal,2,61,0.67744560475256,1,12,0.3942931976883675,4
3723,2,2,Liberal,1,27,-1.2474705425353034,1,12,0.3942931976883675,4
3726,2,4,Moderate,NA,19,-1.7003919889559773,1,2,-3.643840356101958,4
3727,2,4,Moderate,1,38,-0.624703553706877,1,12,0.3942931976883675,2
3728,2,2,Liberal,1,57,0.45098488154222316,1,12,0.3942931976883675,3
3729,2,2,Liberal,1,20,-1.643776808153393,2,12,0.3942931976883675,4
3730,2,3,Liberal,1,35,-0.7945490961146298,1,12,0.3942931976883675,3
3731,3,1,Liberal,2,44,-0.2850124688913717,1,12,0.3942931976883675,4
3732,2,4,Moderate,1,36,-0.7379339153120456,2,12,0.3942931976883675,2
3733,2,4,Moderate,1,31,-1.0210098193249666,2,9,-0.8171468684487302,2
3735,3,4,Moderate,1,24,-1.4173160849430562,2,11,-0.009520157690665056,3
3737,3,1,Liberal,3,24,-1.4173160849430562,2,12,0.3942931976883675,1
3741,3,1,Liberal,4,32,-0.9643946385223824,2,12,0.3942931976883675,4
3745,2,3,Liberal,0,31,-1.0210098193249666,1,12,0.3942931976883675,4
3746,3,3,Liberal,3,67,1.0171366895680654,1,12,0.3942931976883675,4
3747,3,4,Moderate,0,35,-0.7945490961146298,2,1,-4.04765371148099,4
3748,2,3,Liberal,0,81,1.8097492208042445,2,12,0.3942931976883675,3
3749,2,2,Liberal,1,37,-0.6813187345094613,2,12,0.3942931976883675,1
3754,2,5,Conservative,1,39,-0.5680883729042928,1,12,0.3942931976883675,2
3756,2,2,Liberal,1,41,-0.4548580112991244,2,12,0.3942931976883675,3
3757,2,7,Conservative,4,36,-0.7379339153120456,2,9,-0.8171468684487302,4
3760,1,1,Liberal,1,41,-0.4548580112991244,2,10,-0.4133335130696976,4
3761,3,2,Liberal,4,58,0.5076000623448074,2,12,0.3942931976883675,2
3762,3,4,Moderate,1,39,-0.5680883729042928,2,12,0.3942931976883675,2
3764,2,2,Liberal,1,71,1.2435974127784022,1,12,0.3942931976883675,3
3766,2,4,Moderate,0,21,-1.587161627350809,2,11,-0.009520157690665056,3
3770,2,4,Moderate,0,37,-0.6813187345094613,2,12,0.3942931976883675,3
3772,3,4,Moderate,1,30,-1.077625000127551,1,12,0.3942931976883675,1
3773,2,7,Conservative,1,48,-0.05855174568103485,2,12,0.3942931976883675,3
3774,2,3,Liberal,1,34,-0.851164276917214,2,12,0.3942931976883675,3
3776,2,4,Moderate,1,39,-0.5680883729042928,1,12,0.3942931976883675,3
3777,2,2,Liberal,2,72,1.3002125935809865,1,12,0.3942931976883675,4
3778,3,5,Conservative,2,61,0.67744560475256,1,12,0.3942931976883675,3
3779,1,4,Moderate,1,33,-0.9077794577197982,2,12,0.3942931976883675,4
3781,3,4,Moderate,1,29,-1.134240180930135,1,12,0.3942931976883675,4
3783,2,4,Moderate,4,45,-0.2283972880887875,2,12,0.3942931976883675,3
3784,2,3,Liberal,4,32,-0.9643946385223824,1,12,0.3942931976883675,2
3788,3,3,Liberal,4,40,-0.5114731921017086,1,12,0.3942931976883675,4
3789,2,5,Conservative,4,57,0.45098488154222316,1,12,0.3942931976883675,3
3791,2,4,Moderate,1,61,0.67744560475256,1,12,0.3942931976883675,3
3792,3,1,Liberal,3,54,0.2811393391344705,1,12,0.3942931976883675,1
3793,2,4,Moderate,1,28,-1.1908553617327193,2,12,0.3942931976883675,2
3794,2,2,Liberal,3,54,0.2811393391344705,1,12,0.3942931976883675,3
3795,1,4,Moderate,1,33,-0.9077794577197982,2,12,0.3942931976883675,2
3798,2,4,Moderate,1,67,1.0171366895680654,2,12,0.3942931976883675,4
3799,2,3,Liberal,1,31,-1.0210098193249666,2,12,0.3942931976883675,4
3800,2,4,Moderate,1,39,-0.5680883729042928,1,12,0.3942931976883675,1
3801,2,4,Moderate,4,47,-0.11516692648361908,1,12,0.3942931976883675,3
3802,3,4,Moderate,3,31,-1.0210098193249666,2,12,0.3942931976883675,2
3803,2,5,Conservative,0,31,-1.0210098193249666,1,12,0.3942931976883675,1
3806,2,7,Conservative,3,58,0.5076000623448074,1,12,0.3942931976883675,4
3809,2,4,Moderate,2,65,0.9039063279628969,2,12,0.3942931976883675,3
3811,2,3,Liberal,1,42,-0.3982428304965402,2,12,0.3942931976883675,2
3812,2,6,Conservative,4,62,0.7340607855551442,2,12,0.3942931976883675,1
3814,2,2,Liberal,2,71,1.2435974127784022,2,12,0.3942931976883675,3
3816,2,4,Moderate,4,30,-1.077625000127551,2,12,0.3942931976883675,1
3817,2,6,Conservative,1,22,-1.5305464465482246,2,9,-0.8171468684487302,3
3818,2,1,Liberal,1,23,-1.4739312657456405,2,2,-3.643840356101958,1
3819,1,3,Liberal,2,43,-0.341627649693956,1,12,0.3942931976883675,4
3820,3,4,Moderate,0,32,-0.9643946385223824,1,11,-0.009520157690665056,4
3821,2,4,Moderate,1,62,0.7340607855551442,1,12,0.3942931976883675,4
3827,2,6,Conservative,1,31,-1.0210098193249666,1,12,0.3942931976883675,3
3829,2,3,Liberal,3,58,0.5076000623448074,1,12,0.3942931976883675,2
3830,2,3,Liberal,4,42,-0.3982428304965402,2,12,0.3942931976883675,4
3831,2,3,Liberal,1,24,-1.4173160849430562,2,12,0.3942931976883675,3
3834,3,5,Conservative,1,46,-0.1717821072862033,1,3,-3.2400270007229253,3
3839,3,4,Moderate,1,22,-1.5305464465482246,1,12,0.3942931976883675,3
3840,2,3,Liberal,1,61,0.67744560475256,1,12,0.3942931976883675,4
3842,2,6,Conservative,3,45,-0.2283972880887875,1,12,0.3942931976883675,4
3843,3,7,Conservative,1,32,-0.9643946385223824,2,12,0.3942931976883675,1
3844,3,1,Liberal,4,34,-0.851164276917214,2,12,0.3942931976883675,3
3845,1,7,Conservative,1,66,0.9605215087654811,2,12,0.3942931976883675,4
3846,2,6,Conservative,1,57,0.45098488154222316,2,12,0.3942931976883675,3
3847,1,2,Liberal,4,45,-0.2283972880887875,1,12,0.3942931976883675,2
3850,2,2,Liberal,3,29,-1.134240180930135,1,12,0.3942931976883675,1
3853,2,4,Moderate,1,52,0.16790897752930203,2,12,0.3942931976883675,4
3854,3,6,Conservative,1,36,-0.7379339153120456,1,12,0.3942931976883675,4
3856,2,4,Moderate,1,64,0.8472911471603127,1,12,0.3942931976883675,3
3857,1,4,Moderate,3,46,-0.1717821072862033,1,12,0.3942931976883675,4
3858,2,2,Liberal,4,31,-1.0210098193249666,1,12,0.3942931976883675,3
3859,1,4,Moderate,3,35,-0.7945490961146298,2,12,0.3942931976883675,4
3860,3,3,Liberal,3,44,-0.2850124688913717,2,12,0.3942931976883675,3
3862,2,5,Conservative,1,41,-0.4548580112991244,2,12,0.3942931976883675,4
3863,3,6,Conservative,0,62,0.7340607855551442,2,9,-0.8171468684487302,4
3864,2,3,Liberal,1,25,-1.3607009041404718,2,2,-3.643840356101958,3
3866,1,6,Conservative,4,64,0.8472911471603127,2,12,0.3942931976883675,4
3867,2,2,Liberal,4,44,-0.2850124688913717,1,12,0.3942931976883675,4
3869,2,6,Conservative,1,55,0.3377545199370547,2,11,-0.009520157690665056,1
3871,2,4,Moderate,4,38,-0.624703553706877,2,12,0.3942931976883675,3
3873,2,5,Conservative,1,72,1.3002125935809865,1,12,0.3942931976883675,4
3874,3,4,Moderate,0,28,-1.1908553617327193,1,11,-0.009520157690665056,4
3875,2,7,Conservative,0,68,1.0737518703706497,1,12,0.3942931976883675,4
3880,2,4,Moderate,3,30,-1.077625000127551,2,12,0.3942931976883675,3
3882,3,7,Conservative,1,52,0.16790897752930203,1,12,0.3942931976883675,3
3883,2,2,Liberal,4,30,-1.077625000127551,1,12,0.3942931976883675,3
3885,2,1,Liberal,4,50,0.05467861592413359,1,12,0.3942931976883675,4
3886,2,5,Conservative,1,47,-0.11516692648361908,1,12,0.3942931976883675,4
3887,2,4,Moderate,1,23,-1.4739312657456405,1,1,-4.04765371148099,2
3888,3,1,Liberal,3,53,0.22452415833188627,1,12,0.3942931976883675,4
3889,3,1,Liberal,1,52,0.16790897752930203,1,11,-0.009520157690665056,4
3891,2,5,Conservative,4,50,0.05467861592413359,1,12,0.3942931976883675,4
3892,3,1,Liberal,3,24,-1.4173160849430562,1,12,0.3942931976883675,4
3893,3,2,Liberal,NA,32,-0.9643946385223824,NA,1,-4.04765371148099,3
3895,2,3,Liberal,4,55,0.3377545199370547,2,12,0.3942931976883675,4
3896,1,4,Moderate,1,29,-1.134240180930135,1,12,0.3942931976883675,2
3897,3,4,Moderate,1,26,-1.3040857233378877,2,12,0.3942931976883675,2
3898,1,4,Moderate,0,63,0.7906759663577285,2,12,0.3942931976883675,4
3900,2,5,Conservative,3,34,-0.851164276917214,2,12,0.3942931976883675,4
3901,3,4,Moderate,1,54,0.2811393391344705,2,12,0.3942931976883675,4
3902,3,2,Liberal,1,20,-1.643776808153393,2,12,0.3942931976883675,4
3903,2,5,Conservative,3,53,0.22452415833188627,1,12,0.3942931976883675,3
3905,2,4,Moderate,3,30,-1.077625000127551,1,12,0.3942931976883675,4
3908,2,4,Moderate,2,67,1.0171366895680654,1,12,0.3942931976883675,4
3909,2,4,Moderate,1,49,-0.00193656487845063,2,12,0.3942931976883675,4
3910,2,4,Moderate,1,68,1.0737518703706497,1,12,0.3942931976883675,4
3911,3,6,Conservative,4,48,-0.05855174568103485,1,12,0.3942931976883675,4
3912,2,5,Conservative,1,22,-1.5305464465482246,2,12,0.3942931976883675,4
3913,3,4,Moderate,2,36,-0.7379339153120456,1,9,-0.8171468684487302,4
3914,3,4,Moderate,1,75,1.470058135988739,2,12,0.3942931976883675,4
3921,2,3,Liberal,3,26,-1.3040857233378877,1,12,0.3942931976883675,4
3922,2,5,Conservative,1,40,-0.5114731921017086,2,10,-0.4133335130696976,4
3923,2,4,Moderate,3,62,0.7340607855551442,1,12,0.3942931976883675,4
3924,3,2,Liberal,4,33,-0.9077794577197982,1,12,0.3942931976883675,4
3927,2,4,Moderate,1,43,-0.341627649693956,1,12,0.3942931976883675,4
3932,1,2,Liberal,4,32,-0.9643946385223824,2,12,0.3942931976883675,4
3933,2,4,Moderate,2,53,0.22452415833188627,2,9,-0.8171468684487302,4
3934,3,1,Liberal,3,32,-0.9643946385223824,2,12,0.3942931976883675,4
3935,2,3,Liberal,3,37,-0.6813187345094613,2,12,0.3942931976883675,4
3937,2,4,Moderate,4,72,1.3002125935809865,2,12,0.3942931976883675,4
3940,2,4,Moderate,3,53,0.22452415833188627,2,12,0.3942931976883675,4
3941,2,6,Conservative,4,54,0.2811393391344705,1,12,0.3942931976883675,4
3943,2,1,Liberal,4,34,-0.851164276917214,2,12,0.3942931976883675,4
3944,1,6,Conservative,4,40,-0.5114731921017086,2,12,0.3942931976883675,3
3945,2,2,Liberal,3,27,-1.2474705425353034,1,12,0.3942931976883675,2
3946,1,4,Moderate,3,56,0.3943697007396389,NA,12,0.3942931976883675,4
3948,2,4,Moderate,4,36,-0.7379339153120456,2,12,0.3942931976883675,4
3949,2,2,Liberal,3,33,-0.9077794577197982,2,12,0.3942931976883675,4
3950,3,2,Liberal,4,33,-0.9077794577197982,2,12,0.3942931976883675,3
3952,3,1,Liberal,4,36,-0.7379339153120456,2,12,0.3942931976883675,4
3954,3,4,Moderate,1,61,0.67744560475256,1,12,0.3942931976883675,4
3956,2,4,Moderate,4,59,0.5642152431473916,2,12,0.3942931976883675,4
3957,2,3,Liberal,3,63,0.7906759663577285,2,12,0.3942931976883675,4
3958,1,4,Moderate,1,43,-0.341627649693956,2,12,0.3942931976883675,3
3960,3,7,Conservative,1,42,-0.3982428304965402,1,1,-4.04765371148099,3
3963,2,1,Liberal,4,45,-0.2283972880887875,1,12,0.3942931976883675,4
3964,2,2,Liberal,1,43,-0.341627649693956,1,12,0.3942931976883675,3
3965,2,2,Liberal,2,71,1.2435974127784022,2,12,0.3942931976883675,4
3966,2,4,Moderate,1,70,1.186982231975818,2,8,-1.2209602238277626,3
3969,3,7,Conservative,4,59,0.5642152431473916,1,12,0.3942931976883675,4
3970,1,4,Moderate,3,54,0.2811393391344705,1,12,0.3942931976883675,4
3972,2,4,Moderate,1,38,-0.624703553706877,1,12,0.3942931976883675,4
3973,3,2,Liberal,4,35,-0.7945490961146298,2,12,0.3942931976883675,4
3974,2,6,Conservative,3,43,-0.341627649693956,2,12,0.3942931976883675,4
3976,2,5,Conservative,3,25,-1.3607009041404718,2,11,-0.009520157690665056,4
3977,2,6,Conservative,3,29,-1.134240180930135,1,12,0.3942931976883675,4
3979,1,2,Liberal,1,38,-0.624703553706877,2,1,-4.04765371148099,2
3980,2,2,Liberal,3,68,1.0737518703706497,2,12,0.3942931976883675,4
3982,1,4,Moderate,2,83,1.922979582409413,1,12,0.3942931976883675,4
3984,2,4,Moderate,NA,43,-0.341627649693956,2,12,0.3942931976883675,3
3986,2,1,Liberal,3,75,1.470058135988739,1,12,0.3942931976883675,4
